Year,Month,AIRT,U10,V10,W10,EVP,PCP,EMP,QSHORT,QLONG,QLAT,QSEN,QNET,SSH,SST,SSS,SSC,SLD
1993,1,299.61572265625,-5.0336742401123,-5.0336742401123,7.06288146972656,-0.00567993894219398,0.00304031372070312,-0.00872025266289711,17568768,-4994509,-14205216,-1044192,-2675149,0.523087251931429,27.7209082245827,32.9889827873558,1537.98885212664,73
1993,2,299.55908203125,-4.06430435180664,-4.06430435180664,5.17431259155273,-0.00493435934185982,0.00151443481445312,-0.00644879415631294,20668416,-5600669,-12339872,-811760,1916115,0.415662098675966,28.0080263614655,33.2209234591573,1538.88632315515,48
1993,3,300.2041015625,-3.33824920654297,-3.33824920654297,4.67433834075928,-0.00376082584261894,0.00223636627197266,-0.0059971921145916,21248390,-4868362,-9404768,-697488,6277772,0.425122836604714,28.5346537604928,32.6853236183524,1539.42891590694,35
1993,4,300.925048828125,-1.02526950836182,-1.02526950836182,2.87290477752686,-0.00332355871796608,0.00244903564453125,-0.00577259436249733,22112256,-4732410,-8312016,-821072,8246758,0.410779137164354,29.8991973549128,33.0454420298338,1542.73337275692,17
1993,5,300.937744140625,3.72051811218262,3.72051811218262,5.00761222839355,-0.00413195416331291,0.0081787109375,-0.0123106651008129,17953280,-3970837,-10333328,-1078071,2571044,0.51515243947506,29.9577928930521,32.6303903013468,1542.38934807615,25
1993,6,300.956787109375,6.03562259674072,6.03562259674072,8.3487024307251,-0.00590867176651955,0.00851058959960938,-0.0144192613661289,18334208,-4019585,-14776464,-1231694,-1693535,0.549943540245295,28.803460791707,33.1568345893174,1540.54209765584,33
1993,7,300.932373046875,7.07567977905273,7.07567977905273,9.41744613647461,-0.0068170428276062,0.00530242919921875,-0.012119472026825,18067456,-4085685,-17046752,-1086910,-4151891,0.487380595877767,28.0307321324944,33.8572343811393,1539.65889474824,32
1993,8,300.53076171875,6.70361137390137,6.70361137390137,9.07580089569092,-0.00617232918739319,0.00539016723632812,-0.0115624964237213,19260416,-4101753,-15436304,-1092164,-1369805,0.468764305114746,28.0131534710526,33.8267158716917,1539.58566970061,30
1993,9,300.216796875,5.21942234039307,5.21942234039307,7.22865438461304,-0.00516238063573837,0.00727653503417969,-0.0124389156699181,17743900,-3977283,-12909408,-1150891,-293682,0.446180608123541,27.9963072538376,33.6512344423681,1539.34931378709,33
1993,10,299.441650390625,2.74390506744385,2.74390506744385,5.11090278625488,-0.00344328209757805,0.0114269256591797,-0.0148702077567577,16146944,-3729613,-8611616,-1060364,2745351,0.419019134715199,28.1303445473313,33.6710714735091,1539.66558066347,34
1993,11,299.499267578125,-4.4576473236084,-4.4576473236084,5.58092832565308,-0.00387035310268402,0.0142498016357422,-0.0181201547384262,13572608,-3634640,-9678832,-1198864,-939728,0.431531723588705,28.3566698133945,33.4986418951303,1539.96348094151,30
1993,12,299.6162109375,-4.99706077575684,-4.99706077575684,5.92976760864258,-0.00449511781334877,0.0103359222412109,-0.0148310400545597,14851072,-4144880,-11240496,-1039616,-1573920,0.487685780972242,27.9486983790994,33.3750419318676,1538.9308793565,43
1994,1,299.761474609375,-5.74344921112061,-5.74344921112061,6.77414560317993,-0.00482426956295967,0.00240230560302734,-0.00722657516598701,18702336,-4745059,-12064096,-893184,999997,0.54383983835578,27.8454237431288,33.2850123289973,1538.60092738032,59
1994,2,299.735107421875,-3.94782161712646,-3.94782161712646,5.0561261177063,-0.00419821590185165,0.00523948669433594,-0.00943770259618759,17948672,-4617312,-10499104,-913632,1918624,0.465407269075513,28.2262947410345,33.1217383034527,1539.25207425602,56
